Camera ID,X,Y,Z,Omega,Phi,Kappa
Cam_0001.jpg,-209.33699664615517,-150.91093506284446,99.30898533667244,-4.472758839262242,-0.5558667361371543,0.7859224459588317
Cam_0002.jpg,-209.7321582620136,-137.97516501793206,99.68896758557422,-3.1347664614559485,1.5750078852809404,-4.871526678294125
Cam_0003.jpg,-210.60809005493522,-124.75287933602227,100.3436038156039,-4.555341299835367,-1.1604031663560388,1.3743593913850956
Cam_0004.jpg,-209.9021758307182,-110.46282883763362,99.17576325055211,-4.483189530318365,-0.4701231336599926,-3.1846873808791027
Cam_0005.jpg,-209.14321216233094,-97.77367813426953,99.32132654371861,3.1592022136992934,0.8163682127589187,0.12507757220883153
Cam_0006.jpg,-209.22425139049315,-85.02258283721825,100.66845897115894,0.7078123850894114,1.5075314269310858,2.156615127773528
Cam_0007.jpg,-210.9642092087378,-72.39363324512787,99.23277850097054,3.984045100483881,2.792887965660369,4.448425587509103
Cam_0008.jpg,-209.0961433724863,-58.929570431723064,100.07518420703971,4.257452519324833,-3.521606436878561,2.176615486451225
Cam_0009.jpg,-210.2544283018099,-46.69329533219473,100.95505311497566,-2.5848796164983923,4.158778913082632,-1.9968241781395295
Cam_0010.jpg,-210.83238307389408,-32.42052855075266,99.56617615108503,2.59298108573056,-0.8102275646355082,-2.727173480648682
Cam_0011.jpg,-210.99068296863464,-19.618162983700984,99.62292305868482,2.4239820385633286,0.7559629663043026,-4.198566144473033
Cam_0012.jpg,-210.1577459108284,-6.576472916702412,99.40312120488265,-3.702283159703713,-2.5434983008188436,-3.302730201888189
Cam_0013.jpg,-210.21459764446067,6.122592633044514,100.14547779007792,-1.8016776627443254,1.8412682551192292,2.6713130669003786
Cam_0014.jpg,-209.5598377692579,18.68977681268569,100.94275617618031,3.7069985451095135,3.5199638054178504,-4.834875111832808
Cam_0015.jpg,-209.42081745473453,32.03694919280653,100.65029267351996,4.861883711152477,-3.4997395626483474,2.583462590250074
Cam_0016.jpg,-209.26044114835162,45.48547925563797,100.9012203967138,2.2731198481340296,0.4095003531571212,3.1146607527657943
Cam_0017.jpg,-209.54093329643658,58.970088290321385,100.30806527145774,4.44989215538547,-2.3678006413187287,0.7815909429777731
Cam_0018.jpg,-209.2925715637529,71.21501289260857,100.20570059396111,-1.1511522586928815,-1.6464017982874757,4.565080214082677
Cam_0019.jpg,-209.6894258352735,83.59053558423933,100.68808415799056,1.3933636763183848,-0.9209677664560283,-1.5773202006539835
Cam_0020.jpg,-210.58538147980107,96.66611256188023,99.6193610883391,0.35035505367545483,3.6903043363462444,-3.949454510114518
Cam_0021.jpg,-209.8204037126557,110.8302558456418,100.49430851699955,3.946820480855421,-3.0599039155052776,1.6306739256610454
Cam_0022.jpg,-210.97467370475943,122.88956211994461,99.08928552863169,-0.48821045238679706,2.644223974371,-3.214470090480284
Cam_0023.jpg,-209.58664683744763,135.9203828643146,99.08266046908585,-2.9897345168761906,-3.426458901567988,-0.163388034971634
Cam_0024.jpg,-209.1039960230818,149.00452225301004,100.63484098345309,1.310981273275463,-0.7163572952850205,-3.4240221051599575
Cam_0025.jpg,-209.51058195877795,162.39267720298193,99.20502942021609,4.7438413755654345,-4.880182310996182,2.661126964651843
Cam_0026.jpg,-209.4464432043529,174.97059688898736,99.21330493815869,2.2356822791474773,3.6970691756045175,2.1243155134300586
Cam_0027.jpg,-209.66716448422116,187.72560638701057,100.2876045093472,2.067961076932144,-2.1052058131910107,2.672037880647719
Cam_0028.jpg,-210.6484304675566,201.59247258329157,99.64816738563556,-1.9829102599890345,-3.732905299496534,-4.0045212606256495
Cam_0029.jpg,-210.69105854363687,214.86643132866408,100.29681168504415,1.403011771373826,4.454461312280614,-4.786610624330336
